siren,Chiffres d’affaires nets,"Impôts, taxes et versements assimilés"
305391955,3310583,9897
305392235,3074499,66574
305392896,307870,6854
305393118,141080,10102
305393621,4912820,59935
305394397,276018245,47425852
305394496,NA,-514
305394595,6102,NA
305395071,NA,150
305395139,NA,NA
305395261,461772,7133
305395527,5343617,50335
305404816,NA,17585
305404824,187436,28754
305405052,34193,485
305405318,1563088,135870
305406225,1344360,3774
305406365,2488277,45900
305406548,751376,9552
305406597,33142911,149263
305418816,22087974,127798
305418832,8528471,54346
305419236,1471962,11517
305419574,2121442,5558
305419764,18472541,70503
305419855,15506955,833833
305419897,8421041,134584
305420101,NA,NA
305420127,NA,4120
305420531,23396,7599
305420721,1156261,24330
305442485,407208,3983
305442642,2079245,9805
305443137,1022367,21431
305443384,3548336,64819
305443483,5064793,44916
305443608,2797110,9622
305444507,106624,613
305444549,13505084,82967
305444762,6899903,250039
305444838,3820420,33617
305445256,4831741,59495
305445504,87300,75
305445512,7120487,37281
305445975,8819731,81282
305446262,11033800,109449
305446577,3056328,51939
305446668,6801243,47471
305446759,4615861,31536
305446809,917331,NA
305446841,22640024,250185
305447005,477428,4173
305447328,108114,2363
305447484,2282878,11595
305447765,NA,157
305447856,NA,52443
305448359,118252,7063
305448565,1194067,49926
305448870,8899033,199428
305449043,4324809,22218
305449399,63498,2023
305449464,32853784,297610
305450413,9010942,33614
305450595,66000,14437
305450819,498820,6456
305461030,1856846,73830
305461063,30205801,216660
305461360,305415,NA
305462343,5375073,44625
305462541,1280715,9471
305462608,1305473,11897
305462921,2208966,27643
305463267,2504015,20960
305463283,3576815,59973
305463481,389173,4020
305463572,3607454,227069
305475063,1467350,6790
305475717,10649415,226422
305475865,NA,2267
305476095,30879,1127
305476335,5212828,189217
305477275,1272538,65743
305480071,3951766,78166
305480121,784040,8778
305489833,5114943,22267
305489932,42172075,775069
305489965,NA,411
305490013,8363490,93955
305490435,326890,7381
305490922,5423967,87463
305491060,158237,1667
305491300,1785472,7101
305492183,8300309,NA
305492308,113657,5843
305492852,545629,25012
305492860,2417351,136665
305493165,NA,11392
305493173,2005518186,7655943
305493405,3463667,72379
305494023,584289,7385
305494098,3147669,46776
305506412,6492060,239546
305506727,32342218,306811
305506818,60338,7702
305507303,37194595,410178
305507774,87874,1650
305508053,356606,2925
305508350,141163,1494
305508673,11599989,227609
305509077,5622318,40708
305509127,8955223,95521
305520397,667862,10495
305521577,1420038,9975
305522005,NA,NA
305522807,69863501,NA
305524670,439950,1460
305531956,4011705,38204
305532517,7901594,194912
305533069,3097756,427182
305533176,51433330,6005
305533333,31944,879
305533440,3218784,709
305544298,3891258,78953
305544488,13785278,150814
305545030,1582022,26298
305545196,2261840,18802
305545311,12196742,55716
305545675,16034685,302478
305546079,410137,9746
305546616,11054631,301638
305550147,23365849,165444
305550279,20516954,230978
305550345,NA,249
305550519,30393510,199810
305584815,1137652,7710
305585978,718856,NA
305586984,2786894,13615
305587032,19333686,399803
305587198,851184,1987
305587479,545721,13191
305587628,901561,8967
305587792,388382,5218
305588592,15052926,236785
305588691,NA,NA
305588824,1194676,172516
305589129,6319,468
305589152,1397507100,2288
305589160,4110511,79612
305589210,9770,1543
305590010,1794996,20833
305592289,922052,21991
305609414,4359965,17080
305609851,NA,75
305610107,NA,5692
305611147,1000859,20425
305611154,161421,11999
305611220,557074,21515
305611253,9518485,215256
305611485,1093278,39635
305635104,1340008,9370
305635302,6034686,44116
305635336,2533274,18482
305635377,39994312,490296
305635583,1254736201,2094154
305635799,NA,23169
305635963,250814,4819
305636201,294625,5117
305636243,3214255,11244
305636300,7337854,103652
305650269,NA,31
305650574,456083,4549
305661670,1191178,7841
305661787,20648771,160072
305661910,1805829,16609
305661993,1369740,6089
305662504,2660953,42014
305662751,73747,24242
305662942,NA,10673
305663122,1046303,9432
305663551,6113901,69372
305663601,405582,2605
305663627,1461598,319266
305689432,51294868,1060962
305689895,93148555,1558524
305690208,534604,10885
305690943,774749,7896
305691016,60311,471
305691149,64274818,447097
305691461,9917728,71673
305707614,2713004,944151
305708778,5447853,53539
305709396,4640782,81027
305709438,12265157,151847
305720047,33106398,158311
305720112,16406627,134980
305720369,13060910,138757
305720377,14243927,124990
305720476,3400,1430
305728750,1818076,35921
305728859,53110722,3543516
305728917,NA,NA
305729352,2226000,NA
305730541,NA,596
305730608,11141043,225639
305731069,2133765,77714
305731523,8947025,406601
305731747,987331,28771
305732281,660792,-1700
305732646,5818550,265532
305750119,1339704,18975
305750432,985215,57867
305750481,35751,10855
305750556,822144,11484
305751034,34984982,728591
305751778,47487320,1463454
305754541,1432279,11684
305755241,1209906,12882
305755597,NA,150
305755795,NA,NA
305755944,1404055,5221
305756157,1464669,24710
305756413,142092693,5037168
305756470,69800,6250
305756611,48632460,792557
305756702,1460214,8993
305775652,10696329,124330
305775710,7149090,80957
305775843,62208554,279008
305776262,30236793,1942669
305776353,1265267,4835
305776718,596136,-3149
305776874,154212,6906
305776999,9228790,587781
305777633,590634,17955
305780033,1304676,4562
305785883,1567005,42119
305791683,1016818,51634
305792053,2432411,140733
305792392,449902,5437
305799959,1472196,6110
305799975,NA,10392
305800161,2868327,79834
305800211,1146256,23618
305800492,7659294,21662
305800641,3453818,27245
305800674,2017232,37842
305800997,1437131042,1991728
305801326,367974,6089
305801482,40956488,777972
305801870,434563,3337
305801888,26556566,255642
305809451,1232978,9883
305809741,166678406,580228
305809790,2125962,33973
305810111,368818,1580
305810665,8816562,71079
305811069,1647197,4292
305812695,8733968,132514
305813073,20787583,57268
305813198,452630,3515
305813644,15727,480
305813784,405301,611
305813958,1500742,5236
305814154,783592,8859
305814519,4973481,119996
305814907,987475,6304
305814949,1912326,22533
305814956,8774044,48075
305815193,353506,10649
305815755,4077739,93183
305815896,1063587,21148
305816191,2997115,15234
305817330,960371,33971
305817678,189529,16213
305817983,38326295,479381
305818437,7803877,51463
305818452,3804003,62180
305818460,145783,2326
305818908,18971865,NA
305819419,1556554,17319
305819542,103684,3834
305820649,891685,11113
305820748,440298,7736
305820995,652308,6830
305821225,13320624,71802
305821670,31500,1123
305822082,392590,14444
305822488,4322048,145144
305822645,474034,17404
305823403,11246274,214273
305823437,326919,5723
305823650,1063761,12955
305823791,1588854,8747
305824161,8529396,51846
305824419,108394,442
305824476,11288322,85434
305824781,6010540,136240
305824963,5869362,40973
305831240,1088581,17189
305831471,1350888,22156
305831489,253227,7926
305832024,3888306,73354
305832321,546412,3710
305833428,4300155,85490
305833899,2202029,58014
305834434,558446,4766
305835415,39886,28538
305835860,138520,1965
305836033,206678798,6255010
305836124,7728165,320916
305836173,316149,21488
305836371,1964687,9333
305836736,6289673,NA
305837023,16621979,332383
305837437,782927,14581
305837767,15648600,153700
305838591,86817,4431
305839201,5013872,44130
305839656,894064,14867
305839771,309363,25391
305839870,NA,NA
305850158,2755393,23487
305850646,20127543,244315
305850752,20464234,112376
305868515,9150608,85446
305868598,1590859,7762
305868739,864889,5065
305869299,5361391,14334
305869653,614754,2968
305870552,2501194,34440
305870701,3422947,94532
305872681,1702852,93534
305875502,1147773,9386
305876435,8817481,68792
305876922,147353,1864
305895955,2185230,25181
305896102,8087484,41618
305896433,1175088,10524
305896441,257728,3374
305897357,718011,NA
305897720,398872,3060
305898595,14895649,424347
305899213,NA,5995
305900219,3903996,98851
305902736,752309,NA
305909509,639108,NA
305910135,614844,45041
305910226,397202,18761
305911166,5271274,53933
305911224,966986,9503
305911562,2791970,50313
305912131,9865027,268387
305915258,244305,3579
305916686,3889230,95318
305918187,40214628,229872
305918450,7079269,40139
305918732,203266576,16740340
305930950,1844166,2762
305931321,68479237,658615
305931404,756285,5936
305931974,NA,NA
305932071,9776606,14265
305932709,1268266,20379
305933541,1272092,23748
305933681,NA,NA
305934069,703721,9917
305934135,7496511,1108
305934713,58965305,355575
305934960,1837150,53761
305935363,18303456,1203490
305936080,503992,9910
305936155,211015,6729
305936437,2640395,10320
305936650,2066915,56390
305936692,299642,7892
305936965,487582,5017
305945545,186650,5176
305946006,1698262,14759
305946220,1003017,19234
305947517,1176832,23084
305947830,2514570,8214
305948903,3436864,58247
305949190,3035532,52096
305949786,6844233,556179
305949802,12385741,266524
305950073,10845,234
305980062,2010807,312066
306000845,385023,3358
306000860,4480627,67643
306001033,207587,2243
306001603,219285,1581
306001637,9289211,256116
306001769,7839736,103424
306002007,14892877,151511
306002742,7147845,90744
306003385,6894138,83935
306003468,1315585,63273
306003690,251881,4216
306003997,873570,8361
306004227,6020862,25776
306013988,1705422,10001
306015066,NA,75
306015595,2845892,22969
306016122,6101236,11692
306017344,1001522,16621
306017443,6007041,106054
306018193,8070366,230083
306018201,2392352,12169
306018482,19538804,198726
306020082,1236016,11903
306020140,1928316000,9777000
306039470,110863575,1007507
306039942,6242183,29572
306040510,3040658,195568
306041898,87560785,565230
306042219,2824609,20732
306042268,55272417,2207195
306042466,3401976,87464
306042730,7176755,70980
306042870,539394,28718
306043068,11861942,122402
306044306,50914563,670849
306044470,9693965,90398
306044504,52092913,1989645
306045246,16661492,157342
306050022,6664439,326894
306050188,40529558,865747
306050337,3099373,11377
306050659,4827364,95915
306050725,4992750,48827
306050758,1377,1973
306050774,355611,98886
306062936,701339,NA
306062944,134592543,1879303
306063595,3427745,58556
306063678,5984844,151048
306064007,1965903,15249
306064262,148531,1116
306064312,23176761,482659
306064684,12150008,276659
306064866,2100099,22742
306065236,699498,11253
306065277,2612705,41047
306065301,232980,3394
306065384,3802281,28267
306065459,787555,3896
306065830,656300,14697
306092669,26581286,401629
306092701,3724596,15926
306092909,11235022,73972
306093063,8749723,130671
306093469,1115591,5980
306093634,-2394,4370
306093725,3516959,20987
306093857,605974,8469
306093998,15987501,73678
306094194,4757380493,2112162
306094327,11315378,135498
306094384,40520668,438920
306094418,20129475,172605
306094673,1258854,13541
306094988,2735984,47840
306100397,7761187,94638
306100421,62768037,1962790
306101072,2151082,30050
306101288,824295,13355
306127895,1205510,65258
306128760,565202,3953
306137563,1438872,78574
306137787,1760975,6639
306138066,2140069,16285
306138868,443456,11032
306138900,5593416000,34432000
306139064,419060,NA
306139338,2705728,39693
306139494,1671995,18684
306139585,1407862,10343
306140211,6357799,44197
306140807,216482950,1835799
306141920,2383892,41606
306142993,679107,NA
306143355,8479018,131609
306150293,19660252,228028
306150301,450611,29897
306150574,1124102,105487
306150731,3397776,NA
306159021,15048469,287772
306159252,840911,84694
306159450,525555,11003
306160110,2276600,18403
306160219,13084292,80937
306160292,NA,267
306160904,4972,1061
306161316,1853178,9361
306161324,453625,120024
306168139,7983800,84973
306168170,1551077,44207
306169665,368549,1835
306170242,7082515,NA
306170432,815991,19366
306171166,NA,208
306180076,10005004,141685
306187196,168748,28438
306187204,250134,5054
306187287,1248864,42669
306187535,39102769,203015
306188814,17334133,519633
306189820,779511,6103
306190091,677162,NA
306190489,1728,NA
306202367,544900,1663
306203241,63321,1522
306203399,10193957,54391
306204082,85468,2262
306214941,458935,12483
306215187,4654176,71780
306215526,269599962,5551512
306215864,1047269,22623
306215955,404609,12939
306216235,21681063,174857
306216276,3698754,37209
306216771,1593198,8405
306216854,144310,2148
306217217,3853313,4666
306217282,NA,NA
306220153,1915912,16476
306242777,1905946,58825
306243478,800946,12316
306243569,7922112,80378
306244484,4897220,54422
306244625,NA,6694
306244872,3966339,7828
306244906,345556,1985
306245036,2493007,45353
306245119,18257879,172568
306245275,NA,NA
306246174,6372189,49597
306246182,5999035,132762
306246414,1004294,46092
306246778,415181,44693
306246828,NA,NA
306247222,NA,75
306247255,24394357,287587
306250515,63329,10380
306261488,9716358,408362
306262437,4257983,61856
306262551,131437,978
306262718,5333249,406696
306262825,364982,8632
306268251,189311,1283
306268806,25727,618
306288705,1131395,22028
306289307,206754051,3477367
306290073,20804603,210788
306290420,593056,10368
306291071,475000,1382
306291451,24564677,176691
306291808,NA,75
306292186,193329,5377
306292384,60867,29555
306292764,3000670,109764
306293028,872,3680
306300344,18064606,103544
306300401,133975,19333
306302332,317091,5377
306304254,75796998,-4290845
306309089,556828,5344
306309188,499538,3444
306310475,14280802,96890
306312174,277241,12914
306312737,1877904,13276
306317611,1010187,4464
306327875,8057120,218500
306328253,4094233,17241
306328378,24033263,223954
306329533,3761895,123371
306346925,668335,9111
306348418,524005,17350
306348699,108539,279
306349317,408732,3315
306349622,2560711,33612
306349747,1325365,16261
306350091,2426057,15974
306350711,862310,214167
306350752,73794056,NA
306354648,1012060,15476
306354671,13724271,145502
306355033,1952654,5807
306355066,1204152,3279
306368192,2276224,36186
306369570,NA,66
306369679,1452041,14948
306369943,5411631,94158
306369992,51210,1349
306370487,2694603,131448
306371618,2202067,49106
306380072,1658559,46983
306385063,4924167,90477
306385717,1110876,9420
306386301,230725,4543
306386384,2719858,35018
306386889,223256,28378
306387077,204822,3580
306387317,239611,2291
306388042,267875,6491
306388489,6298278,82325
306388554,4312926,28487
306420233,1446174,29527
306424417,1459513,1517
306424565,30095556,833921
306425901,9386799,89957
306426313,8593423,58157
306428145,NA,1376
306428236,1090378,9095
306428350,343879,6583
306444514,43916,1136
306446303,65281,10318
306446824,23273583,730952
306447988,NA,1764
306450123,728380,89016
306450305,22921243,81144
306450313,276478766,221745
306450545,NA,133
306460676,139563648,2161908
306460742,1071010,21701
306461047,1469269,32265
