siren,Subventions d’exploitation
440024545,NA
440050425,NA
440069276,NA
440077253,NA
440080695,NA
440092708,500
440146140,NA
440162139,NA
440179794,5554
440215911,2306
440218931,NA
440220226,NA
440229953,NA
440236073,24323
440251767,NA
440284727,NA
440286946,NA
440287290,NA
440290237,NA
440294528,NA
440299360,NA
440304988,NA
440314904,NA
440337418,NA
440368843,NA
440382653,220000
440388783,NA
440414910,NA
440424976,NA
440425288,NA
440458743,NA
440480390,NA
440493385,NA
440516219,NA
440516847,NA
440550499,NA
440557510,NA
440584282,NA
440595163,NA
440600039,NA
440626752,11328
440637593,NA
440638914,NA
440655454,4400
440667913,NA
440698595,NA
440720951,NA
440728186,NA
440739019,NA
440741569,NA
440759389,NA
440774891,NA
440803625,3900
440811453,NA
440814820,NA
440824993,NA
440825362,NA
440826667,90140
440826949,NA
440846665,NA
440855948,1200
440856821,3926
440862407,NA
440876381,NA
440877934,NA
440900843,NA
440944056,NA
440955300,35146
440976546,NA
440992642,NA
441006178,NA
441024189,NA
441057973,NA
441072519,NA
441083953,NA
441110137,NA
441110566,NA
441145141,NA
441212982,NA
441219870,NA
441237062,NA
441285509,NA
441341757,1000
441372604,NA
441398245,NA
441422342,NA
441425998,NA
441429727,NA
441493178,NA
441554458,NA
441604071,NA
441614609,NA
441667003,NA
441714037,NA
441747839,NA
441776234,NA
441782547,NA
441838679,2040
441851409,NA
441866605,NA
441886058,NA
441898483,NA
441918752,NA
441939337,NA
441983947,NA
442009148,NA
442021978,NA
442035580,NA
442039269,NA
442067989,NA
442080933,NA
442084687,NA
442095790,NA
442097010,NA
442125787,NA
442127205,NA
442155925,NA
442164604,NA
442173761,2000
442191862,NA
442199014,NA
442212940,NA
442240206,NA
442314316,NA
442325213,2917
442390670,NA
442395356,NA
442405916,NA
442409553,1625
442448817,NA
442454922,NA
442468278,NA
442492989,1000
442560322,NA
442593273,NA
442607321,NA
442621215,NA
442641015,NA
442669685,NA
442671764,NA
442730156,NA
442743639,NA
442750063,NA
442753802,NA
442767703,2000
442815098,NA
442834289,NA
442847182,NA
442858502,NA
442878617,NA
442898193,NA
442912747,NA
442939906,NA
442941050,NA
442957536,NA
442965711,NA
442982104,NA
443028717,10463
443035241,NA
443039524,NA
443048558,NA
443051669,2000
443053871,NA
443076658,NA
443078506,NA
443108444,NA
443140876,7251
443149364,NA
443165188,NA
443169925,NA
443193354,NA
443195979,NA
443208301,1500
443224076,NA
443271440,NA
443302682,NA
443307103,NA
443350186,NA
443356613,NA
443390869,NA
443394739,NA
443425202,NA
443439732,NA
443448303,NA
443452131,NA
443480173,NA
443494315,3000
443524988,1759
443564463,NA
443687470,NA
443729934,4000
443777966,NA
443832563,5706
443899810,NA
443920459,NA
443937909,NA
443964713,NA
443993878,5810
444005185,NA
444010672,NA
444029631,NA
444030902,10207
444043251,NA
444048144,NA
444059554,NA
444066203,NA
444068175,NA
444088991,NA
444112569,NA
444118400,NA
444118418,NA
444158265,3229
444174247,NA
444193429,NA
444201008,NA
444226252,NA
444272447,NA
444274385,NA
444274674,NA
444302277,NA
444303705,NA
444312037,NA
444314009,NA
444320790,NA
444326847,NA
444329395,NA
444338693,NA
444354005,NA
444361521,NA
444375356,NA
444379325,NA
444388557,NA
444399257,NA
444415137,NA
444481402,NA
444484422,NA
444513642,NA
444517379,NA
444525075,NA
444539449,NA
444559603,NA
444568794,NA
444574727,NA
444597421,69952
444605273,NA
444625305,NA
444625925,NA
444631659,NA
444652952,NA
444693626,NA
444705560,NA
444708812,NA
444709810,NA
444757306,NA
444758767,NA
444764047,NA
444796106,NA
444884423,NA
444897375,NA
444920367,NA
444939151,NA
444986418,NA
445020241,NA
445023005,NA
445048952,NA
445079767,NA
445093016,NA
445099047,NA
445106818,NA
445128283,NA
445144850,NA
445198591,NA
445227259,NA
445251325,NA
445253305,NA
445259674,NA
445260482,57629
445263353,2672
445278583,NA
445283658,NA
445286966,NA
445306418,3625
445312655,1500
445312812,NA
445339351,NA
445380371,NA
445400369,NA
445720238,NA
447477522,NA
447506395,NA
447522665,NA
447542556,NA
447575069,NA
447606443,NA
447617887,9468
447619826,NA
447695511,NA
447705609,2450
447728502,NA
447743816,NA
447763780,NA
447774340,NA
447830738,NA
447830845,NA
447894619,NA
447903915,NA
447940222,NA
447953209,NA
447969551,NA
447971615,NA
447996356,1500
448048108,NA
448052050,NA
448060442,NA
448091900,NA
448106658,NA
448111104,6003
448134767,NA
448152983,NA
448161448,NA
448165241,NA
448226571,NA
448229807,NA
448255125,NA
448271205,NA
448296855,2333
448310672,NA
448369843,NA
448384347,NA
448388819,1000
448403774,NA
448408039,NA
448418459,NA
448447789,NA
448465245,NA
448473959,NA
448475236,NA
448504258,NA
448509109,NA
448533752,NA
448572883,1466
448587873,NA
448651232,NA
448683698,NA
448689331,NA
448742890,NA
448745224,NA
448766469,NA
448785329,NA
448787366,2729
448789289,NA
448796227,NA
448797654,NA
448802355,NA
448813568,NA
448815456,4074
448838029,NA
448856757,NA
448879635,NA
448883884,NA
448896746,NA
448922575,NA
448928184,NA
449029297,NA
449079557,NA
449090133,19954
449097971,NA
449105782,NA
449153089,NA
449210061,NA
449275247,NA
449278761,NA
449356237,NA
449393396,5781
449399732,NA
449401074,30312
449405315,NA
449418342,NA
449425636,NA
449437268,NA
449440221,NA
449449164,NA
449452218,NA
449497817,NA
449506286,NA
449510080,NA
449510478,64837
449526540,NA
449550045,NA
449559236,NA
449562107,NA
449589621,2125
449636158,NA
449650746,NA
449672294,NA
449677053,NA
449679067,NA
449694439,NA
449694512,843513
449720424,493
449723675,NA
449735869,NA
449745405,NA
449748524,NA
449750090,NA
449757491,NA
449783216,4714
449783349,NA
449784495,333
449836667,NA
449837079,NA
449863232,22165
449868090,NA
449872340,NA
449894187,NA
449937846,NA
449989235,NA
450010863,NA
450018874,NA
450029871,NA
450041561,2400
450053061,NA
450059324,NA
450060009,NA
450074604,NA
450115647,NA
450133095,NA
450186341,NA
450186432,NA
450248398,NA
450285564,NA
450308358,NA
450342860,NA
450350087,NA
450354626,NA
450370499,NA
450390257,NA
450398623,NA
450439880,724
450449913,NA
450474598,NA
450486964,NA
450503156,4685
450508924,NA
450509369,584
450575022,NA
450624192,316867
450658000,NA
450667019,NA
450695754,NA
450732870,NA
450783436,NA
450801402,NA
450808670,NA
450809983,NA
450811328,NA
450823620,NA
450828926,NA
450849773,NA
450858188,NA
450865969,NA
450882881,24500
450898812,NA
450919055,29250
450920038,NA
450920939,NA
450954474,NA
450965645,NA
450977970,NA
450995923,NA
451011548,NA
451019764,NA
451074173,NA
451085567,NA
451143697,NA
451144323,NA
451146757,131
451167613,NA
451175202,NA
451191837,NA
451194963,NA
451213169,NA
451229835,NA
451237804,NA
451238067,28125
451239800,NA
451256457,NA
451264287,NA
451321384,NA
451322531,NA
451330948,NA
451336580,NA
451367155,NA
451426415,NA
451435754,400
451443618,NA
451491591,NA
451499537,NA
451500821,NA
451510770,NA
451511802,NA
451554489,NA
451563944,NA
451564918,NA
451574354,-800
451589550,10500
451593453,4809
451637961,NA
451640643,NA
451684898,NA
451690226,9511
451700991,9984
451701973,NA
451706014,NA
451722656,NA
451726400,NA
451729669,NA
451732473,NA
451750525,NA
451763676,1833
451781009,1595
451809305,NA
451823520,NA
451829741,78
451834394,NA
451846885,NA
451853303,300
451863799,NA
451866800,NA
451876395,NA
451895023,NA
451899314,NA
451899470,NA
451912778,NA
451914394,NA
451958292,NA
451961734,NA
451981674,NA
452006695,13578
452028319,NA
452042377,NA
452066426,NA
452076276,NA
452085749,NA
452090699,NA
452095508,2422
452104862,NA
452121221,NA
452157597,261969
452168636,NA
452171374,NA
452197932,NA
452208598,NA
452235054,NA
452255250,NA
452277031,NA
452280928,NA
452344948,4000
452352164,65740
452369663,NA
452372352,NA
452421639,NA
452455983,3540
452470305,NA
452532369,NA
452532856,NA
452534241,NA
452536402,NA
452575772,NA
452608540,NA
452625288,NA
452627946,1900
452702434,NA
452757990,1339567
452764764,NA
452788276,NA
452798747,NA
452806359,NA
452843204,NA
452845662,NA
452866650,NA
452870447,NA
452872419,NA
452918600,NA
452918899,NA
452941917,NA
452942451,NA
452947930,2400
452997398,NA
453052839,NA
453056970,NA
453087850,NA
453129199,1875
453145989,NA
453162869,NA
453163719,NA
453176869,NA
453189748,NA
453204307,NA
453213159,NA
453237190,NA
453240004,700
453281693,NA
453311334,NA
453356792,5767
453360869,NA
453393142,NA
453398802,NA
453399370,NA
453400921,NA
453438939,NA
453536138,NA
453555807,NA
453571853,NA
453631145,NA
453640740,NA
453678534,NA
453748303,NA
453756546,NA
453757015,NA
453758500,NA
453788432,NA
453805616,12816
453807323,NA
453816399,NA
453819948,NA
453836298,NA
453899106,NA
453903213,NA
453908311,2500
453910325,NA
453910598,NA
453920621,NA
453982753,NA
454015686,NA
454036484,NA
454039322,190000
454047788,NA
454063538,NA
454064312,NA
454081951,10303
454097601,NA
454500927,2196
457503977,NA
458504438,1910
467500922,NA
469500185,NA
473502128,6311
475880332,NA
476280656,NA
476280987,NA
476750195,1578
477556427,NA
477565907,NA
477570410,NA
477577563,28188
477580971,1000
477597793,NA
477615579,NA
477627582,NA
477635114,NA
477636054,NA
477658884,NA
477682587,NA
477763593,NA
477763601,NA
477788871,NA
477805634,NA
477805840,NA
477823207,NA
477828396,NA
477838577,NA
477847164,NA
477867519,NA
477876130,NA
477900500,NA
477903678,NA
477904320,NA
477918973,NA
477941769,NA
477950281,NA
477959225,NA
477973481,NA
477973762,NA
477973903,NA
477990568,NA
478039019,NA
478069180,4041
478101587,NA
478104813,1239
478105240,NA
478129638,NA
478140478,NA
478149933,10000
478159635,NA
478162464,NA
478191570,NA
478214216,1900
478222581,5011
478231764,NA
478244585,NA
478262579,638
478289861,7894
478314610,NA
478314743,NA
478358476,NA
478393812,NA
478409881,NA
478424245,NA
478431224,NA
478438831,NA
478441439,NA
478441587,NA
478444516,NA
478446776,6796
478457773,NA
478459951,NA
478461361,NA
478484017,NA
478495906,NA
478497274,NA
478502222,NA
478522162,NA
478596547,NA
478635246,NA
478658420,NA
478676455,NA
478694680,NA
478701105,NA
478719925,NA
478737216,NA
478740616,NA
478743396,NA
478769938,1270
478809767,NA
478827819,NA
478848567,NA
478908007,NA
478929391,NA
478941990,NA
478950819,NA
479017014,NA
479026361,NA
479065765,NA
479069890,NA
479069908,NA
479093734,NA
479094286,NA
479129280,NA
479204455,NA
479206005,NA
479218448,NA
479224347,NA
479225906,NA
479277089,NA
479299703,NA
479303588,NA
479330110,NA
479337396,NA
479383226,NA
479404493,NA
479411142,NA
479412744,NA
479441149,NA
479485625,NA
479491995,NA
479518565,2700
479528770,NA
479574741,NA
479588006,NA
479592172,114663
479615338,3505
479621070,NA
479631020,1000
479633745,NA
479652125,NA
479653859,30688
479666737,NA
479684268,NA
479698458,NA
479727828,NA
479773517,NA
479805723,NA
479811267,NA
479827909,NA
479833857,NA
479838922,NA
479893455,NA
479896060,NA
479917403,NA
479919615,15973
479937112,NA
479967580,NA
479973521,NA
479975435,NA
479987398,NA
479988578,NA
479989295,NA
479992810,NA
479992893,NA
480000587,NA
480024918,NA
480027929,NA
480059534,NA
480078328,NA
480096080,NA
480100155,NA
480106905,NA
480144039,NA
480146687,NA
480163252,NA
480187830,NA
480188408,NA
480199892,NA
480213990,NA
480214493,NA
480231323,NA
480237684,NA
480243344,NA
480259902,NA
480285527,NA
480303874,NA
480333608,NA
480338441,NA
480374693,1500
480378801,NA
480380096,NA
480381318,NA
480393206,NA
480397769,NA
480413699,NA
480419761,NA
480465004,NA
480519164,NA
480526078,NA
480542539,NA
480570365,NA
480580547,1500
480605328,NA
480623826,NA
480636992,NA
480646405,NA
480689777,NA
480699354,NA
480771559,1720
480777903,NA
480791979,52321
480794767,2989
480795970,NA
480799162,4333
480830744,NA
480832484,NA
480837475,NA
480844406,NA
480844877,NA
480845478,NA
480866623,NA
480899707,NA
480904200,NA
480912153,NA
480914084,NA
480929660,NA
480959246,NA
480960426,2000
480983030,NA
480983352,NA
480989557,NA
481001675,3917
481025542,NA
481027712,NA
481042802,11427
481137982,NA
481141422,NA
481145423,NA
481179463,NA
481202232,4293
481206787,NA
481214377,NA
481242295,855
481254464,NA
481282192,NA
481282473,2800
481361533,NA
481378495,NA
481389922,NA
481402287,NA
481422269,NA
481443398,NA
481453561,2473
481460871,NA
481461218,NA
481465854,NA
481472017,NA
481480341,NA
481501815,NA
481503654,NA
481508893,NA
481541423,162
481541621,NA
481552305,89
481561116,1500
481592590,NA
481595049,NA
481599249,NA
481640415,NA
481647527,NA
481650075,NA
481656544,NA
481691889,2115
481724136,NA
481786028,NA
481789766,NA
481806966,2616
481832616,NA
481843373,NA
481859916,NA
481936672,11831
481953933,NA
481956878,NA
481986248,NA
481991222,NA
481995264,NA
481999332,11819
482018983,NA
482024361,NA
482039252,NA
482042348,NA
482099298,NA
482100583,2305
482131059,NA
482197787,NA
482236528,NA
482236924,NA
482264025,NA
482293727,NA
482294642,NA
482334026,NA
482351855,NA
482388519,NA
482407848,NA
482419652,NA
482422888,1600
482439312,730
482446010,NA
482450251,NA
482459062,NA
482506011,NA
482546744,NA
482557592,NA
482561883,NA
482578614,NA
482582848,NA
482583762,NA
482592599,NA
482596913,2574
482609922,NA
482628997,NA
482649662,NA
482656717,NA
482696150,NA
482741170,2000
482761996,NA
482780004,NA
482818309,NA
482849478,NA
482874740,NA
482878998,30000
482879459,NA
482896859,707
482900610,63392
482911591,NA
482920543,NA
482921020,NA
482921327,NA
482942315,NA
482942794,700
482994621,NA
483034302,418
483101325,NA
483119350,NA
483120721,NA
483129615,NA
483163465,NA
483217527,2520
483251955,NA
483275996,400
483279949,NA
483312468,NA
483313417,NA
483339610,NA
483343042,NA
483343935,NA
483375549,NA
483377693,NA
483385126,NA
483387601,NA
483393690,NA
483403135,NA
483416665,NA
483510228,NA
483520953,NA
483547568,NA
483553053,NA
483553277,3625
483616637,NA
483618534,NA
483620712,NA
483627378,NA
483646006,NA
483666079,50139
483675948,NA
483686143,NA
483694311,NA
483726287,NA
483727335,NA
483755765,822
483756946,NA
483779245,NA
483877361,NA
483888947,NA
483933099,NA
483945952,NA
483973715,NA
483986618,NA
483990172,NA
484042874,NA
484082854,13627
484095054,NA
484105689,NA
484113162,500
484114962,NA
484146238,NA
484174834,NA
484189592,1600
484203500,NA
484210844,NA
484225891,1900
484266929,NA
484270517,NA
484280789,NA
484287644,NA
484289137,NA
484313358,NA
484320809,NA
484326350,NA
484335591,NA
484344924,NA
484345863,NA
484348891,NA
484359609,NA
484395900,NA
484414545,NA
484430145,NA
484483805,NA
484534417,NA
484605951,NA
484614011,NA
484640669,NA
484648522,NA
484654587,NA
484671409,NA
484718481,NA
484721451,NA
484734116,NA
484734918,2000
484755731,NA
484758727,1732
484778410,NA
484797956,NA
484798798,NA
484799598,NA
484818919,NA
484822846,NA
484824297,2120
484834221,1221
484844022,NA
484846639,NA
484851654,18474
484851720,NA
484854252,1500
484893300,NA
484936885,NA
484947353,NA
484952593,NA
484964036,NA
484981261,NA
485045702,NA
485045769,NA
485053649,NA
485068423,NA
485071260,NA
485079685,NA
485092597,NA
485101851,NA
485116859,NA
485126866,NA
485130157,NA
485133029,NA
485136832,NA
485143952,NA
485147193,NA
485148381,NA
485167290,NA
485169858,NA
485173157,NA
485201529,NA
485202881,NA
485207351,NA
485223192,NA
485243372,NA
485249601,NA
485255194,NA
485258545,2600
485268460,NA
485269922,NA
485324917,NA
485333025,NA
485334940,NA
485349856,NA
485358022,NA
485373401,NA
485383806,NA
485384655,NA
487425886,NA
487432684,NA
487443541,NA
487446387,NA
487452542,NA
487455479,NA
487464166,NA
487469942,NA
487476020,NA
487476442,NA
487526410,NA
487528937,NA
487559890,NA
487565392,NA
487596835,NA
487599490,1000
487602328,NA
487606139,NA
487610008,NA
487611493,2000
487624256,NA
487628323,NA
487639163,NA
487659914,NA
487678500,9000
487698938,NA
487728982,NA
487730137,NA
487733008,NA
487758526,NA
487768178,NA
487839516,NA
487865792,NA
487868465,1000
487911877,NA
487928038,NA
487952343,NA
487974909,NA
487975153,NA
487991515,NA
488002411,NA
488035833,NA
488043274,NA
488057597,NA
488068065,NA
488068834,NA
488083726,NA
488088196,NA
488089152,NA
488091422,NA
488093543,NA
488117052,3905
488146036,NA
488185497,NA
488185778,NA
488203787,NA
488243791,NA
488254939,NA
488278334,NA
488297391,NA
488322272,NA
488322579,NA
488327438,NA
488347444,NA
488349143,NA
488350000,NA
488351594,NA
488361486,1385
488372657,NA
488408667,NA
488424649,NA
488430083,NA
488477167,NA
488481961,13208
488496092,NA
488540915,NA
488583683,22338
488587718,NA
488590944,NA
488601386,NA
488606930,NA
488625328,NA
488637380,NA
488670282,NA
488670613,NA
488681982,NA
488682899,NA
488693672,NA
488725128,NA
488725896,NA
488740507,NA
488795055,NA
488826835,NA
488837402,NA
488860495,NA
488865759,NA
488883307,NA
488884214,NA
488888504,NA
488889031,NA
488932559,NA
488934910,NA
488948522,NA
488953928,NA
488973413,NA
488986019,NA
489003459,NA
489006692,NA
489063321,NA
489063529,NA
489071332,NA
489091108,14000
489113092,NA
489115808,NA
489120279,NA
489130153,NA
489130278,NA
489172015,NA
489193045,NA
489198804,NA
489220418,NA
489229666,NA
489254813,NA
489269654,934
489270579,NA
489316976,NA
489321760,NA
489330001,277
489347609,NA
489366393,NA
489380667,NA
489421594,NA
489429829,NA
489441659,NA
489446583,NA
489447672,NA
489451880,NA
489470708,NA
489490045,21860
489493643,NA
489548230,NA
489563494,NA
489578534,NA
489615708,NA
489637900,-4456
489652073,NA
489657031,NA
489677104,NA
489678995,NA
489705822,NA
489707265,NA
489719286,NA
489723551,NA
489726927,NA
489728089,NA
489741660,8960
489750158,NA
489757757,NA
489767392,NA
489823856,NA
489825158,NA
489840777,NA
489866418,NA
489871970,NA
489892950,NA
489893115,NA
489920868,769
489921650,NA
489972240,NA
489973727,NA
489983528,NA
489989947,NA
490008463,4839
490016359,NA
490029816,NA
490048303,NA
490070794,36183
490073608,NA
490075082,1854
490199577,282331
490216561,NA
490224813,NA
490293065,NA
490333697,NA
490335379,NA
490348737,NA
490365657,NA
490387925,NA
490412566,1506
490414364,NA
490427994,NA
490430105,NA
490431145,NA
490450061,NA
490461019,NA
490461092,NA
490471828,NA
490475829,NA
490493467,NA
490520285,550
490581535,NA
490582848,NA
490608916,1500
490625159,NA
490668977,NA
490714912,NA
490719580,NA
490725900,NA
490769122,NA
490770773,NA
490775756,3862
490798568,NA
490826906,NA
490843315,NA
490872413,NA
490899556,NA
490922879,NA
490954989,NA
491026480,NA
491038790,NA
491039475,NA
491048906,NA
491054128,NA
491055091,NA
491073987,NA
491087318,NA
491087797,NA
491113767,1750
491117917,NA
491182507,NA
491196721,NA
491204137,NA
491256160,NA
491289633,NA
491305736,NA
491328357,NA
491337168,NA
491343471,NA
491357984,NA
491368254,NA
491372017,NA
491372454,8977
491380200,NA
491399085,NA
491411724,NA
491433918,NA
491449237,NA
491452272,NA
491476198,NA
491476362,NA
491485702,NA
491509451,NA
491539029,229
491600177,NA
491608352,386
491618195,NA
491647079,NA
491649851,NA
491667333,NA
491674461,NA
491679759,NA
491684544,NA
491706743,NA
491775847,NA
491783684,NA
491804951,2723
491807426,NA
491835088,NA
491907481,NA
491922316,NA
491925285,NA
491927075,NA
491932281,NA
491945663,NA
491948428,NA
491962957,NA
491970042,NA
491975058,NA
491982112,NA
491983672,NA
492057500,NA
492099155,1146139
492099163,NA
492109442,NA
492119714,2571
492157359,NA
492168570,NA
492204383,NA
492219217,NA
492233366,1600
492239181,NA
492275169,NA
492297312,NA
492299284,NA
492311287,NA
492395561,NA
492424197,NA
492464391,NA
492468905,NA
492475033,NA
492476106,NA
492483219,NA
492485594,NA
492487228,NA
492498266,NA
492499512,NA
492545041,NA
492559745,NA
492603113,NA
492604350,NA
492608344,NA
492622352,NA
492624952,NA
492626536,NA
492629571,NA
492634712,NA
492646013,NA
492647359,NA
492647870,289489
492667365,1875
492675509,NA
492704341,NA
492705967,NA
492726435,NA
492736228,NA
492745310,NA
492753538,NA
492769039,NA
492842810,NA
492851498,NA
492865423,NA
492865902,NA
492867189,1477
492889654,10860
492892864,NA
492920210,NA
492940804,NA
492946678,NA
492952080,NA
492962360,NA
492962931,NA
492974647,NA
493007793,NA
493016760,NA
493033617,NA
493049936,NA
493091680,NA
493096556,NA
493152433,NA
493154017,NA
493165591,NA
493166086,-1190
493169122,NA
493177992,NA
493197388,NA
493197479,NA
493198113,895
493216840,NA
493236731,NA
493244388,NA
493254908,92628
493269724,NA
493272991,NA
493278584,NA
493286850,NA
493291496,NA
493302079,NA
493317374,183105
493338529,NA
493360341,8154
493360812,NA
493367668,NA
493383939,NA
493393268,991
493394985,NA
493400766,NA
493404511,NA
493404685,NA
493418479,NA
493424337,NA
493429146,NA
493430649,NA
493443030,NA
493447585,NA
493462394,NA
493467799,400
493474217,NA
493481972,NA
493485189,NA
493485205,NA
493530950,NA
493540090,NA
493542880,1200
493582464,NA
493626907,NA
493647333,436
493650352,NA
493671804,NA
493688378,NA
493693378,NA
493709810,NA
493712517,NA
493726020,646
493731582,NA
493741136,NA
493743421,NA
493760813,NA
493763429,NA
493764898,NA
493765408,NA
493767412,NA
493771224,NA
493807226,NA
493819759,NA
493825178,NA
493834733,NA
493834998,NA
493838551,NA
493838684,NA
493861017,NA
493872733,NA
493872998,NA
493897763,NA
493907737,NA
493911051,NA
493918346,10218
493922157,NA
493933253,8500
493935217,50810
493954549,NA
493967608,NA
493983456,NA
494006349,1335
494044381,NA
494049539,NA
494058498,NA
494100753,NA
494115892,NA
494139538,NA
494145915,NA
494154750,NA
494155583,NA
494185325,NA
494215072,2000
494218308,NA
494243116,NA
494252273,NA
494319890,NA
494342025,NA
494343767,NA
494344146,NA
494361280,NA
494368814,NA
494386899,NA
494398324,NA
494405764,NA
494430614,NA
494444227,NA
494472830,NA
494501232,NA
494514821,1083
494515521,NA
494527641,NA
494548969,NA
494578610,533
494602907,NA
494712250,NA
494732860,NA
494745672,NA
494775281,NA
494788599,6942
494789795,NA
494794886,NA
494800741,2205
494803380,NA
494894652,1200
494896566,NA
494898356,NA
494899602,115
494937642,11579
494939432,NA
494979925,NA
494999469,NA
495028276,1520
495048464,NA
495054678,5571
495061236,NA
495107898,NA
495143323,NA
495158156,NA
495195109,NA
495210288,NA
495226201,NA
495233975,NA
495237687,NA
495286957,NA
495300527,NA
495315574,NA
495335929,NA
495339335,NA
495361602,NA
495375115,NA
495392607,NA
495401994,NA
495780199,NA
497486795,NA
497513101,NA
497521336,NA
497531756,NA
497533588,NA
497555920,NA
497572446,NA
497574897,NA
497591529,NA
497607499,NA
497618934,NA
497621664,NA
497629667,NA
497634618,NA
497645903,NA
497670091,NA
497679142,NA
497679548,NA
497703124,NA
497710053,667
497714535,NA
497723676,NA
497723940,NA
497733576,NA
497741066,4331
497752535,NA
497775320,NA
497775742,NA
497785410,NA
497787911,NA
497802223,NA
497855155,NA
497856187,NA
497893719,NA
497931998,NA
497933846,NA
497946764,NA
497964163,NA
497971697,NA
497974378,1200
497988402,NA
498035385,NA
498063437,3003
498097153,NA
498137702,NA
498143361,2595
498145390,NA
498165141,NA
498204593,NA
498233618,NA
498243534,NA
498249994,NA
498331073,NA
498338235,NA
498347889,NA
498356559,NA
498364868,NA
498364884,NA
498366459,NA
498368240,2994
498368307,NA
498392166,NA
498396647,NA
498433374,NA
498452275,NA
498468388,NA
498480490,2572
498501246,NA
498511419,NA
498519941,NA
498563873,NA
498608272,NA
498609494,NA
498629229,NA
498664267,NA
498688589,NA
498689470,NA
498707983,NA
498720044,NA
498815968,NA
498820513,NA
498844513,NA
498856392,NA
498859073,NA
498864552,NA
498865112,NA
498870450,NA
498875715,NA
498877281,NA
498916659,NA
498920461,NA
498935998,NA
498945070,NA
498953967,NA
498971191,NA
498973510,NA
498981513,4234
498996628,NA
499026391,NA
499044444,NA
499062271,NA
499095578,NA
499104206,NA
499106409,NA
499135960,37422
499148393,NA
499189611,2602
499212157,NA
499275121,NA
499282093,NA
499313138,NA
499330264,NA
499348571,NA
499367217,NA
499371144,NA
499378818,NA
499388007,NA
499400893,NA
499427987,NA
499428407,NA
499432797,NA
499433118,2400
499433597,NA
499437622,NA
499444495,61
499457349,NA
499492817,NA
499494821,NA
499502433,NA
499511749,NA
499518835,NA
499521649,NA
499526077,NA
499555167,NA
499557460,NA
499558807,NA
499564466,NA
499589190,NA
499596070,20000
499611960,NA
499630408,62938
499634533,NA
499684421,NA
499736155,NA
499748291,NA
499762839,-5420
499770386,NA
499776961,NA
499780005,NA
499796068,NA
499838878,NA
499914612,NA
499920692,NA
499924181,NA
499926848,NA
499944379,1331
499947232,NA
499962389,NA
500004213,NA
500009626,NA
500013081,NA
500031919,NA
500033394,1500
500034228,2000
500037346,NA
500069570,NA
500082136,NA
500105143,7070
500122296,NA
500124763,NA
500135348,NA
500144357,NA
500239231,NA
500245121,NA
500246863,NA
500263348,NA
500312202,NA
500314448,NA
500340690,NA
500343280,4500
500360979,NA
500380027,NA
500406301,NA
500419478,NA
500440946,NA
500498472,NA
500498886,NA
500511589,NA
500515630,NA
500526942,NA
500527924,NA
500531074,NA
500547047,NA
500547260,1000
500552096,3124
500560842,NA
500570775,NA
500592431,NA
500618566,NA
500632674,NA
500642285,NA
500643697,NA
500654082,NA
500659065,NA
500668918,NA
500670443,NA
500672282,NA
500673546,NA
500699939,2000
500712153,NA
500716139,NA
500721113,NA
500738059,NA
500747498,NA
500765441,NA
500784608,NA
500790928,NA
500794466,17638
500803531,NA
500816996,NA
500845128,NA
500859814,NA
500871793,NA
500892153,NA
500923644,NA
500925730,NA
500941430,NA
500946199,1050
500990932,NA
500995121,NA
501001994,NA
501023394,NA
501024210,NA
501046882,NA
501066609,NA
501070486,NA
501088736,NA
501116479,NA
501149850,NA
501193536,NA
501214837,NA
501215552,NA
501217921,NA
501219489,NA
501233068,NA
501236004,NA
501237762,NA
501240741,NA
501253850,NA
501266498,NA
501277875,NA
501293831,NA
501323786,4200
501354393,NA
501365019,NA
501366694,NA
501368096,NA
501382204,NA
501383053,NA
501420293,NA
501428270,NA
501436273,3456
501448476,NA
501451967,NA
501485676,10607
501485825,5645
501487987,NA
501496830,NA
501499677,3236
501513956,NA
501547251,3500
501562201,NA
501572903,NA
501597389,NA
501599336,70
501599450,NA
501612105,1884
501614416,NA
501633580,NA
501635007,NA
501639249,NA
501654099,NA
501662449,NA
501672786,NA
501684526,NA
501686349,NA
501691059,NA
501711303,NA
501711360,NA
501728406,NA
501734982,NA
501746580,NA
501750889,NA
501754352,NA
501762678,NA
501781272,NA
501781348,1500
501803126,NA
501811582,NA
501844526,NA
501897177,NA
501909246,NA
501920953,NA
501921910,NA
501943799,NA
501957757,NA
501994107,3250
501994941,NA
502000623,NA
502023963,1213
502026990,NA
502060528,NA
502098973,NA
502099740,375
502109242,NA
502110935,NA
502121213,NA
502132400,NA
502136294,NA
502159031,NA
502162233,NA
502178122,NA
502183148,NA
502183429,NA
502186554,NA
502202252,NA
502222334,NA
502223498,NA
502256456,833
502257769,NA
502284276,NA
502289127,NA
502293376,NA
502293582,NA
502343122,NA
502364979,NA
502387723,NA
502402399,NA
502406861,NA
502413586,NA
502417504,NA
502443070,NA
502453517,NA
502494396,NA
502522311,NA
502527054,2167
502543481,NA
502549843,NA
502557721,NA
502561723,NA
502563281,NA
502563570,NA
502579279,NA
502581002,NA
502604150,NA
502611114,NA
502623408,NA
502647324,NA
502658073,NA
502676323,NA
502698186,NA
502702574,NA
502732167,NA
502739311,NA
502742216,NA
502758014,NA
502763378,NA
502775869,NA
502788805,NA
502804388,NA
502815624,NA
502826191,NA
502846793,NA
502868854,NA
