,year,"Autres impôts, taxes et versements assimilés",Ventes de marchandises,Production vendue biens,Production vendue services,Chiffres d’affaires nets,Production stockée,Production immobilisée,Subventions d’exploitation,"Reprises sur amortissements et provisions, transfert de charges",Autres produits,Total des produits d’exploitation,Achats de marchandises (y compris droits de douane),Variation de stock (marchandises),Achats de matières premières et autres approvisionnements,Variation de stock (matières premières et approvisionnements),Autres achats et charges externes,"Impôts, taxes et versements assimilés",Salaires et traitements,Charges sociales,Autres charges,Total des charges d’exploitation,Résultat d'exploitation,Bénéfice attribué ou perte transférée,Perte supportée ou bénéfice transféré,Produits financiers de participations,Produits des autres valeurs mobilières et créances de l’actif immobilisé,Autres intérêts et produits assimilés,Reprises sur provisions et transferts de charges financier,Différences positives de change,Produits nets sur cessions de valeurs mobilières de placement,Total des produits financiers,Dotations financières sur amortissements et provisions,Intérêts et charges assimilées,Différences négatives de change,Charges nettes sur cessions de valeurs mobilières de placement,Total des charges financières,Résultat financier,Résultat en cours avant impôts,Produits exceptionnels sur opérations de gestion,Produits exceptionnels sur opérations en capital,Reprises sur provisions et transferts de charges exceptionnel,Total des produits exceptionnels,Charges exceptionnelles sur opérations de gestion,Charges exceptionnelles sur opérations en capital,Dotations exceptionnelles aux amortissements et provisions,Total des charges exceptionnelles,Résultat exceptionnel,Participation des salariés aux résultats de l’entreprise,Impôts sur les bénéfices,Total des produits,Total des charges,Bénéfices ou perte (Total des produits ‐ Total des charges),Impôts différés (compte de résultat),Résultat net des sociétés mises en équivalence,Résultat net des entreprises intégrées,Résultat Groupe (Résultat net consolidé),Part des intérêts minoritaires (Résultat hors groupe),Résultat net part du groupe (part de la société mère),Rémunération d’intermédiaires et honoraires (hors rétrocessions),"Location, charges locatives et de copropriété",Effectif moyen du personnel,Sous‐traitance,Personnel extérieur à l’entreprise,"Rétrocessions d’honoraires, commissions et courtages",Taxe professionnelle,Montant de la TVA. collectée,Total TVA. déductible sur biens et services,Dividendes,siren,denomination,enthic,postal_code,town,ape,ape_name,ape_len,ape_division,ape_groupe,ape_classe,ape_sous_classe,ess_N° IDENTITE ENTREPRISE (SIREN),ess_RAISON SOCIALE,ess_ENSEIGNE,ess_SIGLE,ess_CP VILLE,ess_FORME JURIDIQUE,is_ess
228,2014,,,,138430,138430,,,,836,,139266,,,,,62206,21625,437,468,,119315,19951,,,,7482,2289,,,,,,1829,,,1829,7942,27892,15,,,,,,,24484,-629,,4517,172892,150146,22747,,,,,,,,,,,,,,,,,57801342,SOCIETE DES PRODUITS BONHOME ANCIENS ETABLISSEMENTS CASTIE E,114,13314,MARSEILLE CEDEX 15,6820B,Location de terrains et d'autres biens immobiliers,5,68,682,6820,6820B,,,,,,,YANLIŞ
229,2014,,,,98900,98900,,,,155000,,253900,,,,,38647,2329,,,8,88068,165831,,,,,,,,,,,55,,,55,-55,165776,,,,37962,,,,,37962,,,,88123,203738,,,,,,,1764,24480,,,,6544,2062,19760,2063,,57809162,STE MARSEILLAISE DE LOCATION DE COURTS DE TENNIS,180,13008,MARSEILLE,9311Z,Gestion d'installations sportives,5,93,931,9311,9311Z,,,,,,,YANLIŞ
230,2014,,,,,,,,,,,,,,,,1349,,,,,1349,-1349,,,,,,,,,583,,,,,420,163,-1186,,,,,,,,,,,,583,1770,-1186,,,,,,,,,,,,,,,,,57815839,ECOLE SUPERIEURE DE COMMERCE DE MARSEILLE,725,13006,MARSEILLE (6E),8559B,Autres enseignements,5,85,855,8559,8559B,,,,,,,YANLIŞ
231,2014,,18417094,,739874,19156969,,,,270549,2,19427520,,-521862,94255,,1983559,152098,1509944,720480,1,19082172,345348,,,8958,,2920,,,,11878,,70424,615,,71039,-59162,,29372,,,,31934,,,31934,-2562,,98518,19468770,19283663,185107,,,,,,,,,,,,,,,,,57817264,FROJO SA,1199,13006,MARSEILLE,4777Z,Comm. détail d'articles horlogerie & bijouterie (magas. spéc.),5,47,477,4777,4777Z,,,,,,,YANLIŞ
232,2014,,1652622,,,1652622,,,,,36,,661792,12169,,,382244,12826,411428,163079,86,1660434,-7776,,,,,22800,,,902,23702,,,,,,23702,15926,,,,,244,7793,,8038,-8038,,3278,1676360,1671750,4610,,,,,,,,,,,,,,,,,58803396,COMPTOIR MARSEILLAIS D'ALIMENTATION,1457,13006,MARSEILLE,5610C,Restauration de type rapide,5,56,561,5610,5610C,,,,,,,YANLIŞ
233,2014,,,,22500,22500,,,,,,22500,,,,,2852,381,,,,5959,16541,,,,,,,,,,,,,,,,16541,,,,,81385,,,81385,-81385,,,22500,87344,-64844,,,,,,,,,,,,,,,,,58807413,SARL O MONACO,114,13001,MARSEILLE (1ER),6820B,Location de terrains et d'autres biens immobiliers,5,68,682,6820,6820B,,,,,,,YANLIŞ
234,2014,,15774479,149,,15774628,,,,123306,155663,16053598,,-528855,-1400,,2381638,228871,1325031,486153,48185,15789542,,,,25783,,,,,,25783,,29204,,,29204,-3420,260635,2945,19677,,,6054,449,,6503,16119,,75763,16102005,15901013,200991,,,,,,,,,,,,,,,,,60801099,ETS ROGER TONETTI,88,13600,LA CIOTAT,4673A,Commerce de gros de bois et de matériaux de construction,5,46,467,4673,4673A,,,,,,,YANLIŞ
235,2014,,,,415596,415596,,,,82115,2503,500214,,,,,71164,91861,,,23,220666,279548,,,5675,,,,,,,,,,,,5675,285223,,,,,,,,13285,-13285,,89907,505889,323858,182031,,,,,,,39292,13300,,3000,,,,94859,5667,,61804225,SOCIETE CASABIANCA,114,13008,MARSEILLE,6820B,Location de terrains et d'autres biens immobiliers,5,68,682,6820,6820B,,,,,,,YANLIŞ
236,2014,,,,93492,93492,,,,,97607,191099,,,,,46174,10233,47189,22122,6764,133971,57128,,,160000,,19855,,,,179855,,54923,,,54923,124932,182060,,,,128,14001,,,14001,-13873,,,371082,204950,166132,,,,,,,,,,,,,,,,,62802186,MARGNAT S.A.S,1506,13008,MARSEILLE,4634Z,Commerce de gros (commerce interentreprises) de boissons,5,46,463,4634,4634Z,,,,,,,YANLIŞ
237,2014,,,,363875,363875,,,,300514,33158,697547,,,,,54964,59883,22190,17469,48752,400495,297053,,,,,30548,,,,,,,,,,30548,327601,30634,,,30634,,,2247,89138,-58505,,82710,758729,572343,186386,,,,,,,34330,7622,1,,,,431,72775,19357,,63803654,PROVENCALE D INVESTISSEMENTS,172,13854,AIX-EN-PROVENCE CEDEX 3,8610Z,Activités hospitalières,5,86,861,8610,8610Z,,,,,,,YANLIŞ
238,2014,,1489280,22394,,1511674,,,,,7697,1519371,,-28154,,,87692,7425,246077,31158,95,1381979,,,,,,,,,,95000,,,,,595,94405,231797,,,,,,,,7367,37867,,49873,1519371,1299581,219790,,,,,,,,,,,,,,,,,66304148,SELAS DES YLANGS,316,97600,MAMOUDZOU,4773Z,Commerce de détail produits pharmaceutiques (magasin spécialisé),5,47,477,4773,4773Z,,,,,,,YANLIŞ
239,2014,,953890,8925,,962815,,,,,113,962928,619065,18004,,,62394,4386,133192,11114,,852431,,,,,,,,,,40,,,,,6686,-6646,103850,,,,7404,,,,,7404,,,970372,888432,81940,,,,,,,,,,,,,,,,,66309808,PHARMACIE DU CENTRE,316,97600,MAMOUDZOU,4773Z,Commerce de détail produits pharmaceutiques (magasin spécialisé),5,47,477,4773,4773Z,,,,,,,YANLIŞ
240,2014,,,,,,,,,,,,,,,,,,,,,,,,,12438,,,,,,12438,,,,,,12438,12438,,,,,,,,,,,,12438,,12438,,,,,,,,,,,,,,,,,66801655,ETS P PAPAZIAN ET FILS,1504,13014,MARSEILLE (14E),6619A,Supports juridiques de gestion de patrimoine mobilier,5,66,661,6619,6619A,,,,,,,YANLIŞ
241,2014,,,,,,,,,,300000,300000,,,,,10420,1220,,,,11640,288358,,,17122,,39874,,,10374,67370,,8964,,,8964,58404,346764,,,,,,,,,,,10496,367370,31102,336268,,,,,,,7400,3018,,,,,1220,,,,67800946,KELLY,234,13821,LA PENNE SUR HUVEAUNE,4690Z,Commerce de gros (commerce interentreprises) non spécialisé,5,46,469,4690,4690Z,,,,,,,YANLIŞ
242,2014,,,54108,29355,83462,,,,,,83462,,,6437,4602,33154,930,21884,12264,1800,82154,,,,,,,,,,,,,,,1294,-1294,14,262,,,262,,,,,,,,83724,83448,276,,,,,,,,,,,,,,,,,67802660,RECHERCHE ET TRAITEMENTS,1135,13100,AIX-EN-PROVENCE,2041Z,"Fabrication de savons, détergents et produits d'entretien",5,20,204,2041,2041Z,,,,,,,YANLIŞ
243,2014,,,,2108131,2108131,,,,28520,,2136813,,,,,1350202,57421,463992,177321,15561,2303577,-166764,,,,276,,,,,,,,,,,276,-166488,,24379,160317,,,48,,48,184649,,,2321786,2303625,18161,,,,,,,,,14,,,,,,,,70805320,WORLD TRADE CENTER MARSEILLE PROVENCE,1490,13241,MARSEILLE CEDEX 01,8230Z,"Organisation de foires, salons professionnels et congrès",5,82,823,8230,8230Z,,,,,,,YANLIŞ
244,2014,,,,,,,,,,3549,705293,,,,,178773,24971,237617,125816,396,571440,133853,,,,,,,,,1937,,,,,84,1853,135707,,,,5508,,,,10408,4900,,34679,,,96128,,,,,,,,,,,,,,,,,73800427,GROUPE TECHNIQUE DE COURTAGE D ASSURANCE,1631,13009,MARSEILLE,6622Z,Activités des agents et courtiers d'assurances,5,66,662,6622,6622Z,,,,,,,YANLIŞ
245,2014,,,,146926,146926,,,,,60,146986,,,,,99540,10451,34639,5643,36,162702,-15715,,,,,,,,,,,,,,,,-15715,,,,,,,,,,,,146986,162702,-15715,,,,,,,,,,,,,,,,,76620194,LE MOTEL DES AMANDIERS,864,20144,ZONZA,5520Z,Hébergement touristique et autre hébergement de courte durée,5,55,552,5520,5520Z,,,,,,,YANLIŞ
246,2014,,735250,,2306377,3041627,,,,8266,3153,3053046,627092,,76364,61466,2212207,,367009,132484,368922,4065829,-1012784,39208,,,,503733,,,,,,,,,,503733,-469843,634484,9052583,1845000,11532067,,6587963,509233,10132663,1399404,,,15128053,14198492,929561,,,,,,,,,12,,,,,,,,76820521,HMC,187,75008,PARIS,5510Z,Hôtels et hébergement similaire,5,55,551,5510,5510Z,,,,,,,YANLIŞ
247,2014,,,,,,,,,49950,,49950,49950,,,,3794,316,,,,54060,-4110,,,35302,,2556,,,,37858,,,,,,37858,33747,,,,,,,,,,,,87808,54060,33747,,,,,,,,,,,,,,,,,77220085,CARROSSERIE FERRARI,998,73400,UGINE,4520A,Entretien et réparation de véhicules automobiles légers,5,45,452,4520,4520A,,,,,,,YANLIŞ
248,2014,,,438610294,,438610294,-289044,,336019,11726284,3677,450387230,37431195,165800,267795109,-1049065,87628150,2837052,14037077,5283768,24436,433442473,16944757,,,,,1003125,,5292203,113396,6408723,,956665,1373221,,2329887,4078836,21023600,62191,250287,,312478,144,,,239582,72896,2295873,6936472,457108437,445244286,,,,,,,,,,,,,,,,,,85581494,LAITERIE DE SAINT DENIS DE L'HOTEL,1175,45550,SAINT DENIS DE L'HOTEL,1107B,Production de boissons rafraîchissantes,5,11,110,1107,1107B,,,,,,,YANLIŞ
249,2014,,13254247,3072,628904,13886223,-618,,78283,170900,-1016,14133772,,-463943,,,842208,66215,698892,251941,10829,14017496,,,,,257,11034,,,,11291,,17050,,,,-5759,110516,7464,583,15842,,29,,,29,23860,,29219,14168952,14063795,,,,,,,,,,23,,,,,,,,86020013,PICARD AUTOS 81,118,81600,GAILLAC,4511Z,Commerce de voitures et de véhicules automobiles légers,5,45,451,4511,4511Z,,,,,,,YANLIŞ
250,2014,,4782893,-3586,473493,5252800,,,,69447,659,5322906,2744252,-62163,,,768892,206918,560324,189982,4368,4584314,,,,,31144,120461,,,,120461,,,,,42879,77582,816174,,3245,,3245,45,2056,,,1188,,256935,5446611,4886184,560427,,,,,,,,,,,,,,,,,86080702,S.A.S. MEUBLES SICOT,704,45160,OLIVET,4759A,Commerce de détail de meubles,5,47,475,4759,4759A,,,,,,,YANLIŞ
251,2014,,,,8315,8315,,,,,,8315,,,,,7195,348,,,,8461,-145,,,,,2079,,1,,2080,,31,,,31,2048,,495,,,495,,,,,,,,10890,8492,2398,,,,,,,,,,,,,,,,,87280954,S.O.R.E.P.A.R.,1100,94130,NOGENT SUR MARNE,4616Z,"Interm. comm. textiles, habillt, fourrures, chaussures & art cuir",5,46,461,4616,4616Z,,,,,,,YANLIŞ
252,2014,,,912050,429,912479,-153460,,,245,1,759265,,,198170,13323,223471,11324,257137,86614,829,798633,-39368,,,,,,,,,,,,,,,3483,-35885,750,,,750,,,,,,,,763498,798633,,,,,,,,,,,,,,,,,,87320065,POTERIE D ALBI,424,81000,ALBI,2341Z,"Fabrication d'articles céramiques à usage domestique, ornemental",5,23,234,2341,2341Z,,,,,,,YANLIŞ
253,2014,,,,,,,,,,,,,,,,936,693,,,,1629,-1629,,,,,,,,,,,68,,,68,-68,-1698,5500,,,5500,,,,,5500,,306,5500,2004,3496,,,,,,,,,,,,,,,,,94130465,MANU-PORT,1397,97600,MAMOUDZOU,5224A,Manutention portuaire,5,52,522,5224,5224A,,,,,,,YANLIŞ
254,2014,,,,,,,,,,1,1,,,,,13596,15640,,,625,36714,-36712,,,,36,7482,,,,7518,,,,,,7518,-29193,,,3681,3681,,,2361,2361,1320,,,11201,39075,-27873,,,,,,,,,,,,,,,,,95550497,CHAMPAGNE F. BONNET P. FILS,1264,51100,REIMS,1102A,Fabrication de vins effervescents,5,11,110,1102,1102A,,,,,,,YANLIŞ
255,2014,,2840374,41216250,160321,44216945,-626342,,1400,133185,10364,43735553,,,29707718,-1250797,3215767,471371,3626509,1360580,72,38561944,,,,,,3685,,,,,,81145,,,81145,-77460,5096148,,4397,48229,,,,,43791864,,,,43791864,40799773,,,,,,,,,,,,,,,,,,97150353,PRECICULTURE,1666,51230,F,2830Z,Fabrication de machines agricoles et forestières,5,28,283,2830,2830Z,,,,,,,YANLIŞ
256,2014,,232296,,,232296,,,,1266238,,1498534,107703,,,,43640,1826,45227,18958,204164,2129491,-630957,,,,,,,,4,4,,1537,,,1537,-1533,-632491,223357,,,223357,,,,1597,221760,,,1721894,2132625,-410731,,,,,,,6546,1827,1,1907,,,1826,19739,39995,,300068640,VEROPAM,31,93600,AULNAY SOUS BOIS,4644Z,"Commerce de gros de vaisselle, verrerie et produits d'entretien",5,46,464,4644,4644Z,,,,,,,YANLIŞ
257,2014,,1022738,396658,,1419396,-19668,,,13487,2,,552942,12289,100808,940,253865,41877,325909,124785,113,1451070,,,,,37,,,,,37,,7775,,,7775,-7738,-45590,,2000,,,,,,,2000,,-536,1415255,1458310,,,,,,,,,,,,,,,,,,300094190,LES MEUBLES DU VIEUX MOULIN,704,79700,MAUL,4759A,Commerce de détail de meubles,5,47,475,4759,4759A,,,,,,,YANLIŞ
258,2014,,3575569,,10001,3585571,,,,1480,198,3587250,1684532,348638,,,740969,89092,158857,65057,388456,3543617,43633,,,,,,,3892,,,,34111,1170,,35282,-31389,12243,,,249,249,,,343,2448,-2199,,,3591393,3581348,10044,,,,,,,45425,83326,4,88440,165600,,5454,406380,513448,,300094794,TAP BALL 2000,1568,94270,LE KREMLIN BICETRE,4649Z,Commerce de gros d'autres biens domestiques,5,46,464,4649,4649Z,,,,,,,YANLIŞ
259,2014,,,,,,,,,,1210,1210,,,,,3044,1451,,,,6969,-5759,,,,,,,,,,,,,,,,-5759,,,,,50,,,50,-50,,,1210,7019,-5809,,,,,,,,,,,,,,,,,300108636,MECANIQUE AGRICOLE BOURGUE,98,84140,AVIGNON,4661Z,Commerce de gros (commerce interentreprises) de matériel agricole,5,46,466,4661,4661Z,,,,,,,YANLIŞ
260,2014,,,,778513,778513,,,,896,203,779613,,2000,,,394517,5429,235494,71441,7452,728153,51459,,,7885,,9725,,,,17610,,1134,,,1134,16476,,,,,,100,,,100,,,8309,797222,737696,59526,,,,,,,,,,,,,,,,,300153608,SECOV LE BEAUSSET,114,83330,LE BEAUSSET,6820B,Location de terrains et d'autres biens immobiliers,5,68,682,6820,6820B,,,,,,,YANLIŞ
261,2014,,4302,,47951678,47955980,,-135072,,1017373,34,48838314,-6573,,7050073,,26445580,805073,10773110,6496011,3775,52454242,-3615928,,,,,77854,,20913,,98767,,77511,,,94125,4642,-3611286,8929,7319,154776,171024,489268,34756,,782427,-611403,,,49108106,53330794,-4222689,,,,,,,1255761,3060249,317,,3116385,,345340,8114693,5754166,,300209095,GOBÉ,973,92240,MALAKOFF,7112B,"Ingénierie, études techniques",5,71,711,7112,7112B,,,,,,,YANLIŞ
262,2014,,845018,19334189,82747,20261956,206523,,,257999,587,20727067,483342,-32317,6994604,-115399,5842926,501026,5388153,,24609,21636477,,,,198344,,9584,,477,,10061,,253991,8735,,262727,-252665,-1162075,,104,198344,,16096,51320,184700,252117,-38708,,,20950539,22151322,,,,,,,,,,,,,,,,,,300218468,DECOTEC,176,75011,PARIS,3109B,Fabrication autres meubles & industries connexes de l'ameublement,5,31,310,3109,3109B,,,,,,,YANLIŞ
263,2014,,,,2537201,2537201,,,,2554,5243,2544998,,,,,1321272,53255,719322,245121,178,2410346,134651,,,,,3913,,,,,,6771,,,6771,-2858,131794,,3500,,3500,,392,,1794,1706,,27560,2552410,2446471,105940,,,,,,,20502,337789,22,644219,23705,,31375,509564,256801,,300218815,TRANSPORTS GILLES VALOT,64,94430,CHENNEVIERES SUR MARNE,4941B,Transports routiers de fret de proximité,5,49,494,4941,4941B,,,,,,,YANLIŞ
264,2014,,155110324,,5441914,160552238,,,,898294,75446,161525978,,637540,332448,,6101723,630621,2007323,695202,868,157322925,4203054,,,,,2328915,,,,2328915,171442,155,,,,2157319,6360372,,,1600,,21861,22000,45766,89627,-88027,151542,1392743,163856493,159128434,4728060,,,,,,,,,71,,,,,,,,300220985,SOCIETE DE MATERIEL ELECTRIQUE AUTOMOBILE S.M.E.A. GROUPE EU,816,41260,LA CHAUSS,4531Z,Commerce de gros d'équipements automobiles,5,45,453,4531,4531Z,,,,,,,YANLIŞ
265,2014,,169366,,,12300789,45680,,,48517,,12394986,,,6007192,-148030,2709731,257188,1722877,497265,29917,11940193,454794,,,107,,175948,,,,176054,,26991,,,26991,149064,603857,56023,38535,41149,,10762,2201,86888,99851,35856,30000,148571,12706748,12245605,,,,,,,,,,,,,,,,,,300268240,MENUISERIE DEVIC,838,12000,RODEZ,2223Z,Fabrication d'éléments matières plastiques pour la construction,5,22,222,2223,2223Z,,,,,,,YANLIŞ
266,2014,,,,,,,,,,,,,,,,,252,,,,252,-252,,,,,,,,,,,,,,,,-252,,,,,,,,,,,,,252,-252,,,,,,,,,,,,,,,,,300300084,STE LISLOISE DE TRANSPORT ET DE NEGOCE DE MATERIAUX DU BATIM,88,81310,LISLE-SUR-TARN,4673A,Commerce de gros de bois et de matériaux de construction,5,46,467,4673,4673A,,,,,,,YANLIŞ
267,2014,,,3507244,123562,3630807,1500,,,43966,3,3676277,,,1477969,-55668,1086705,83867,1171061,500919,9035,4372362,,,,,,,,,,,,59055,,,59055,-59055,-755141,,372333,,372333,13716,,,19903,352430,,-7924,4048611,4443397,,,,,,,,53740,325446,31,50147,1686,,39375,692407,452580,,300344975,OZ - ALU,1008,80000,AMIENS,2511Z,Fabrication de structures métalliques et de parties de structures,5,25,251,2511,2511Z,,,,,,,YANLIŞ
268,2014,,21388333,,60454,21448787,,,,590451,7,22039244,,388612,64592,-8680,5653227,316806,3213905,1159956,56716,21219788,819456,,,53,,,,18148,,18201,,103711,54986,,,-140496,678960,,376650,270039,,1690989,41506,582,1733076,-1086387,,-1509,22704135,23110053,-405918,,,,,,,,,,,,,,,,,300426046,SDE,1415,67100,STRASBOURG,4641Z,Commerce de gros (commerce interentreprises) de textiles,5,46,464,4641,4641Z,,,,,,,YANLIŞ
269,2014,,1321629,,73403,1395031,,,,8265,611,,763679,5454,,,287200,39334,205073,39073,1968,1352626,,,,,,19841,,,,19841,,4382,,,,,66741,,,,,,,,,,,11823,1423749,1368831,54918,,,,,,,,,,,,,,,,,300459211,ETABLISSEMENTS GALLIOT,1274,59126,LINSELLES,4752B,"Comm. détail de quincaillerie, peintures et verres (mag.> 400 m2)",5,47,475,4752,4752B,,,,,,,YANLIŞ
270,2014,,,,1807155,1807155,,,,27274,53,1834482,,,492329,5166,328445,40177,564077,323949,10,1847942,-13461,,,,,,,,,,,,,,,,-13461,,2000,,,307,,,307,1693,,,1836482,1848249,-11768,,,,,,,18933,106045,13,48808,,,19539,367086,162463,,300498904,SOCIETE D INSTALLATION ELECTRIQUES ET D ENSEIGNES SIEE,692,94170,LE PERREUX SUR MARNE,4321A,Travaux d'installation électrique dans tous locaux,5,43,432,4321,4321A,,,,,,,YANLIŞ
271,2014,,,,,1009082,,,,7364,47,1016493,,,255082,14132,523704,4802,162656,55534,13,1028677,-12185,,,,4859,114,,,,4972,,245,,,245,4728,-7457,,,,,,,,,,,,1021465,1028922,-7457,,,,,,,,,,,,,,,,,300536448,TRANSMA - TRANSFORMATION MATIERES ADHESIVES,1239,28800,BONNEVAL,1729Z,Fabrication d'autres articles en papier ou en carton,5,17,172,1729,1729Z,,,,,,,YANLIŞ
272,2014,,,1276113,2496,1278609,,,,10135,442,1289187,,,372765,500,310954,17737,336447,183034,273,,60298,,,,,,,,25272,,,882,,,882,24390,84688,2146,,,,558,,,558,1588,,15169,1316605,1245498,71107,,,,,,,,,,,,,,,,,300586476,SOCIETE MEDITERRANEENNE DE SANITAIRE ET CHAUFFAGE DE LA COTE,279,6300,NICE,4322A,Travaux d'installation d'eau et de gaz en tous locaux,5,43,432,4322,4322A,,,,,,,YANLIŞ
273,2014,,2060,1102033,391790,1495884,-42460,,2200,13722,7717,,,,646169,-5914,327280,28549,329130,131711,533,,-108767,,,46,,,,,,46,,,,,12301,-12255,-121022,3210,,,,321,2647,,2968,243,,-800,1480319,1600298,,,,,,,,,,,,,,,,,,300601648,HOURADOU ORTHOPEDIE,1614,13012,MARSEILLE,3250A,Fabrication de matériel médico-chirurgical et dentaire,5,32,325,3250,3250A,,,,,,,YANLIŞ
274,2014,,1677157,,,1677157,,,,,24,,778414,2401,2865,,288667,19432,366117,143445,2955,1604295,72886,,,,864,,,,,864,,2113,,,2113,-1249,71637,162,,,,12,,,12,150,,13363,1678207,1619783,58424,,,,,,,,,,,,,,,,,300609104,GUY ROBIC,212,94320,THIAIS,4771Z,Commerce de détail d'habillement en magasin spécialisé,5,47,477,4771,4771Z,,,,,,,YANLIŞ
275,2014,,852876,,,852876,,6834,,,,859710,106932,-778,,,300295,8005,,75230,451,871161,-11451,,,,,,,,,,,4285,,,4285,-4285,-15736,88,,,88,78,,,78,10,,,859798,864181,-4383,,,,,,,,,,,,,,,,,300643418,CAMPING COLOMBA,1429,20113,OLMETO,5530Z,"Terrains de camping et parcs pour caravanes, véhicules de loisirs",5,55,553,5530,5530Z,,,,,,,YANLIŞ
276,2014,,1660028,,,1660028,,,,29,6509,1666567,,-12527,,,87777,21910,160685,52879,13548,1683047,-16479,,,,,,,,65,65,,494,,,494,-429,-16908,,102,,,,,,,102,,,1666735,1683541,-16806,,,,,,,,,,,,,,,,,300644838,ETS DEWAS - ITALIQUES,1188,59260,HELLEMMES LILLE,4761Z,Commerce de détail de livres en magasin spécialisé,5,47,476,4761,4761Z,,,,,,,YANLIŞ
277,2014,,2277676,,,2277676,,,,2340,544,2280560,,-50567,,,629963,18048,385336,157849,691,2233492,47068,,,19503,,26805,,,,46308,,,,,,46308,93376,,,,,,,,3283,11217,,25548,2341368,2262323,79045,,,,,,,,,,,,,,,,,300747391,SARL J M,704,92220,BAGNEUX,4759A,Commerce de détail de meubles,5,47,475,4759,4759A,,,,,,,YANLIŞ
278,2014,,,,,89633,,,,,5,89637,,,,,53231,1326,60605,14817,23,131550,-41913,,,,,,,1,,1,,3752,,,3752,-3751,-45664,,,,,2119,,,2119,,,,89638,137421,-47783,,,,,,,,,,,,,,,,,300817087,AGENCE BOURGOGNE PUISAYE,1010,89130,TOUCY,6831Z,Agences immobilières,5,68,683,6831,6831Z,,,,,,,YANLIŞ
279,2014,,,1615450,10138,1625588,-12722,,,362,1,1613228,,,306413,6895,461016,36921,499484,178375,7,,88043,,,,37,2373,,,,,,2062,,,2062,347,88390,1191,,,,,,,,1191,,-2184,1616828,,91765,,,,,,,,,,,,,,,,,300822772,MANCHINOX,1022,50800,VILLEDIEU LES POELES,2893Z,Fabrication de machines pour l'industrie agro-alimentaire,5,28,289,2893,2893Z,,,,,,,YANLIŞ
280,2014,,19007816,85384,1489961,20583162,,,,289220,2402,20874783,,30773,22548,,2243183,199327,1205742,423382,33616,20699058,175725,,,220,,,,,,,,169861,,,169861,-163504,12221,2047,31706,,,1100,,,1100,32654,,-1404,20914893,20868615,46278,,,,,,,,,,,,,,,,,300862562,AUTOMOBILES ALFRED BOOS,118,87000,LIMOGES,4511Z,Commerce de voitures et de véhicules automobiles légers,5,45,451,4511,4511Z,,,,,,,YANLIŞ
281,2014,,,,2249485,2249485,,,,5642,4412,2259538,,,,,769387,66539,987972,360404,101755,2353342,-93803,30670,,,130,,,,,130,,93367,,,1113040,-1112910,-1176043,,,,,276,,,276,-276,47052,,2290339,3513710,-1223371,,,,,,,,,,,,,,,,,300961356,FONCIA SOVIM,1010,87000,LIMOGES,6831Z,Agences immobilières,5,68,683,6831,6831Z,,,,,,,YANLIŞ
282,2014,,,,30102,30102,,,,16961,9,47073,182,,2842,,81338,1485,45601,29387,,178527,-131454,,,,,1819,,,,1819,,,,,36,1782,-129671,706,,,706,,,,5171,-4464,,,49599,183734,-134135,,,,,,,,,,,,,,,,,300962180,DOMAINE DE L ARGENTEIL,187,22100,QU,5510Z,Hôtels et hébergement similaire,5,55,551,5510,5510Z,,,,,,,YANLIŞ
283,2014,,,,240767,240767,,,,,7,240775,,,114930,,27441,1559,98384,14364,803,267366,-26591,,,,,336,,,,336,,,,,1016,-680,-27271,,,,,,,,,,,,241111,268383,-27271,,,,,,,3200,7050,2,361,,,911,22768,26895,,300990306,CHAUFFAGE SANITAIRE DABERNAT,698,2400,BRASLES,4322B,Travaux d'installation équipements thermiques et climatisation,5,43,432,4322,4322B,,,,,,,YANLIŞ
284,2014,,,,654314,654314,,,,3001,,657315,,,91741,-11440,341281,16090,252491,101577,1,800638,-143324,,,,,7,,,,,,,,,,7,-143317,,,,,270,,,270,,,,657321,800908,-143587,,,,,,,,,,,,,,,,,301009940,SETEC VIGNOLLES,1020,78710,ROSNY SUR SEINE,4399E,Location avec opérateur de matériel de construction,5,43,439,4399,4399E,,,,,,,YANLIŞ
285,2014,,,,1971916,1971916,,,,,,1971916,,,,,346054,111268,,,4,748196,1223720,,,,,6440,,,,6440,,34,,,34,6406,1230126,,,,-2,23910,,,23910,-23912,,,1978354,1203316,775038,,,,,,,,,,,,,,,,,301030938,DU CHATEAU DE LA CONSTANCE,114,6800,CAGNES-SUR-MER,6820B,Location de terrains et d'autres biens immobiliers,5,68,682,6820,6820B,,,,,,,YANLIŞ
286,2014,,,16408862,254581,16663443,,,,136957,242,16800641,,,8373948,170112,2590834,284965,3265960,1675514,10849,16539585,,,,,,274,,1061,,1335,777,,599,,107516,-106181,154875,21907,,,,260062,,3303,263364,-241457,,,16823883,16910466,-86583,,,,,,,,,,,,,,,,,301099537,AMMERAAL BELTECH S.A.S.,97,59113,SECLIN,4669B,Commerce de gros de fournitures et équipements industriels divers,5,46,466,4669,4669B,,,,,,,YANLIŞ
287,2014,,402762,,,403446,,,,,,403446,,,,,8151,916,,,,405921,-2475,,,1,,2219,,,,2220,,,,,,2220,-255,,,,,,,,,,,,405666,405921,-255,,,,,,,,,,,,,,,,,301164315,SOCIETE COOPERATIVE AGRICOLE LAITIERE DE LA CHAPELLE RAMBAUD,1672,74800,LA CHAPELLE-RAMBAUD,0,Inconnu,4,0,0,0,,,,,,,,YANLIŞ
